ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,YIELD2,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
733,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,8,Ama TZBR-W C3,MALI,DALABANI,,-9.45,10.47,,2009,2483,,63.50,,,0.0,2.5,25.3,,2.5,,,2.0,,,,,0.5,,,,,,63.5,,,,20.7,,,,,,,,26.3
734,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,9,Ama TZBR-Y,MALI,DALABANI,,-9.45,10.47,,2009,0,,0.00,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,
735,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,10,TZBR Comp 1-W,MALI,DALABANI,,-9.45,10.47,,2009,2940,,60.50,,,0.0,2.0,27.0,,1.8,,,1.5,,,,,0.3,,,,,,60.5,,,,23.6,,,,,,,,27.3
736,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,11,TZBR Comp. 2-W,MALI,DALABANI,,-9.45,10.47,,2009,2500,,62.00,,,0.3,2.3,25.3,,2.3,,,2.3,,,,,0.8,,,,,,61.8,,,,21.1,,,,,,,,25.3
737,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,12,TZBR Comp 1-Y,MALI,DALABANI,,-9.45,10.47,,2009,2873,,61.00,,,-0.5,2.3,27.0,,2.5,,,1.3,,,,,0.3,,,,,,61.5,,,,22.0,,,,,,,,27.5
738,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,13,TZBR Comp. 2-Y,MALI,DALABANI,,-9.45,10.47,,2009,2708,,61.75,,,-0.3,2.5,29.0,,2.5,,,1.3,,,,,0.5,,,,,,62.0,,,,27.4,,,,,,,,29.8
739,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,14,Check,MALI,DALABANI,,-9.45,10.47,,2009,2630,,60.00,,,-0.3,2.3,25.0,,2.3,,,1.8,,,,,0.0,,,,,,60.3,,,,23.4,,,,,,,,25.5
740,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,15,Check,MALI,DALABANI,,-9.45,10.47,,2009,2343,,59.25,,,,2.3,24.3,,2.5,,,1.3,,,,,1.0,,,,,,59.3,,,,21.0,,,,,,,,25.0
741,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,1,TZL COMP4 C4  F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3622,,,202.6,84.7,,2.3,,,3.1,,,2.2,,,,,1.0,,,,,,,,,,18.5,,,,,,,,23.5
742,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,2,ACR06 TZL COMP3 C4 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,5440,,,198.2,93.9,,2.0,,,3.0,,,2.0,,,,,0.0,,,,,,,,,,19.1,,,,,,,,34.3
743,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,3,TZL Comp. 4 C3 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4095,,,206.0,96.0,,2.1,,,3.0,,,1.7,,,,,1.0,,,,,,,,,,17.1,,,,,,,,32.4
744,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,4,(IWD C3 SYN/DT-SYN-1-W) F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3777,,,199.1,88.9,,1.8,,,3.2,,,1.7,,,,,0.0,,,,,,,,,,17.7,,,,,,,,22.9
745,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,5,TZL COMP3 C4 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4120,,,194.8,80.7,,2.3,,,3.3,,,2.3,,,,,0.7,,,,,,,,,,19.4,,,,,,,,28.6
746,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,6,ACR06 TZL COMP4 C4,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3181,,,205.7,95.1,,1.9,,,3.3,,,2.0,,,,,0.3,,,,,,,,,,18.9,,,,,,,,22.4
747,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,7,TZL Comp 3 C3 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4271,,,203.5,98.3,,2.6,,,3.0,,,2.2,,,,,0.3,,,,,,,,,,18.2,,,,,,,,27.5
748,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,8,Low N Pool C3 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3632,,,207.9,101.0,,2.4,,,3.3,,,2.8,,,,,0.0,,,,,,,,,,20.3,,,,,,,,24.2
749,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,9,DT-SR-W C2 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3298,,,177.3,80.6,,2.2,,,3.7,,,2.2,,,,,0.3,,,,,,,,,,19.2,,,,,,,,27.4
750,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,10,Obatanpa/TZL Comp 4C3 ,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4608,,,216.4,106.8,,1.8,,,3.2,,,1.8,,,,,0.3,,,,,,,,,,17.5,,,,,,,,37.2
751,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,11,Obatanpa/TZL Comp. 3C3 ,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4228,,,181.1,81.1,,2.6,,,3.3,,,2.2,,,,,0.0,,,,,,,,,,18.1,,,,,,,,31.9
752,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,12,Obatanpa/IWD C2 Syn ,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3298,,,193.0,92.3,,2.7,,,2.8,,,2.4,,,,,1.0,,,,,,,,,,16.7,,,,,,,,23.9
753,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,13,(Synldfo/Obatanpa/(TEL Comp 4C3*2)),MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3872,,,196.5,95.3,,3.0,,,3.0,,,2.7,,,,,3.0,,,,,,,,,,17.4,,,,,,,,36.4
754,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,14,(Synldfo/Obatanpa/IWD C2 Syn*2)) ,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3799,,,190.0,98.6,,2.3,,,3.6,,,2.3,,,,,2.0,,,,,,,,,,17.0,,,,,,,,29.3
755,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,15,(Synldfo/Obatanpa/TZL Comp 3 C3*2)),MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,5027,,,190.3,91.6,,2.2,,,3.0,,,2.2,,,,,1.0,,,,,,,,,,17.1,,,,,,,,32.7
756,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,16,(Obatanpa/TZLCOMP1SYNW-1/TZLCOMP1SYNW-1) F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,2692,,,195.2,81.0,,3.1,,,3.5,,,2.8,,,,,0.7,,,,,,,,,,18.9,,,,,,,,21.6
757,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,17,Oba 98,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4034,,,206.0,102.9,,1.8,,,2.9,,,1.8,,,,,1.0,,,,,,,,,,17.5,,,,,,,,30.8
758,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1001TMA,18,Local Check,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3612,,,215.1,106.2,,2.0,,,3.4,,,2.1,,,,,0.7,,,,,,,,,,18.7,,,,,,,,27.0
759,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,1,Acr. 91 Suwan 1-SR C1,MALI,DALABANI,,-9.45,10.47,,2010,2254,,63.34,,,3.0,2.7,24.3,,3.0,,,2.0,,,,,,,,,,,60.3,,,,17.5,,,,,,,,34.5
760,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,2,ACR91SUWAN1SRC1/BONDOKUY-1/ACR91SUWAN1SRC1,MALI,DALABANI,,-9.45,10.47,,2010,1471,,60.70,,,2.0,3.3,19.1,,3.0,,,2.7,,,,,,,,,,,58.6,,,,15.0,,,,,,,,29.0
761,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,3,ACR91SUWAN1SRC1/SAMOROGOUAN-5/ACR91SUWAN1SRC1,MALI,DALABANI,,-9.45,10.47,,2010,2204,,62.16,,,2.3,3.0,25.4,,3.0,,,2.0,,,,,,,,,,,60.1,,,,16.5,,,,,,,,32.6
762,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,4,POP66SR/ACR91SUWAN1-SRC1/ACR91SUWAN1-SRC1,MALI,DALABANI,,-9.45,10.47,,2010,1081,,62.30,,,3.0,3.3,18.7,,3.3,,,2.3,,,,,,,,,,,59.4,,,,15.5,,,,,,,,23.7
763,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,5,Pop. 66 - SR/Acr 91 Suwan 1 - SR,MALI,DALABANI,,-9.45,10.47,,2010,1449,,62.56,,,2.7,3.0,25.3,,3.0,,,2.3,,,,,,,,,,,60.0,,,,16.2,,,,,,,,36.1
764,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,6,Pop 66 SR/Acr. 97 STR Syn - Y1,MALI,DALABANI,,-9.45,10.47,,2010,1887,,61.38,,,2.0,2.7,26.2,,3.0,,,1.7,,,,,,,,,,,59.1,,,,17.9,,,,,,,,33.0
765,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,7,PVASYN3 F2,MALI,DALABANI,,-9.45,10.47,,2010,1695,,64.70,,,4.3,2.7,22.9,,2.7,,,1.7,,,,,,,,,,,60.5,,,,16.6,,,,,,,,28.7
766,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,8,PVASYN5 F2,MALI,DALABANI,,-9.45,10.47,,2010,1850,,61.84,,,1.7,2.7,21.4,,2.0,,,1.7,,,,,,,,,,,60.0,,,,16.9,,,,,,,,31.6
767,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,9,PVASYN1 F2,MALI,DALABANI,,-9.45,10.47,,2010,1738,,63.85,,,2.0,2.3,23.5,,2.7,,,2.7,,,,,,,,,,,62.1,,,,17.5,,,,,,,,31.1
768,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,10,PVASYN2 F2,MALI,DALABANI,,-9.45,10.47,,2010,2647,,60.99,,,2.0,2.3,28.3,,2.7,,,1.7,,,,,,,,,,,59.2,,,,15.6,,,,,,,,32.5
769,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,11,PVASYN4 F2,MALI,DALABANI,,-9.45,10.47,,2010,2329,,61.99,,,2.6,2.7,26.1,,2.0,,,2.0,,,,,,,,,,,59.5,,,,16.3,,,,,,,,35.3
770,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,12,PVA SYN6 F2,MALI,DALABANI,,-9.45,10.47,,2010,1647,,62.06,,,2.0,3.0,23.3,,2.7,,,2.0,,,,,,,,,,,60.1,,,,15.1,,,,,,,,32.8
771,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,13,PVA SYN7 F2,MALI,DALABANI,,-9.45,10.47,,2010,1918,,61.23,,,2.0,2.7,22.8,,2.0,,,1.0,,,,,,,,,,,59.4,,,,16.6,,,,,,,,31.2
772,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,14,PVA SYN8 F2,MALI,DALABANI,,-9.45,10.47,,2010,2281,,62.08,,,1.7,3.0,26.6,,2.7,,,2.0,,,,,,,,,,,60.1,,,,16.7,,,,,,,,34.1
773,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,15,PVA SYN9 F2,MALI,DALABANI,,-9.45,10.47,,2010,2442,,62.75,,,2.7,2.0,28.8,,2.7,,,1.6,,,,,,,,,,,59.8,,,,17.5,,,,,,,,35.8
774,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,16,PVA SYN10 F2,MALI,DALABANI,,-9.45,10.47,,2010,1774,,63.06,,,3.3,2.3,24.2,,3.3,,,2.3,,,,,,,,,,,59.7,,,,16.7,,,,,,,,34.2
775,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,17,Oba Super 2,MALI,DALABANI,,-9.45,10.47,,2010,2483,,63.67,,,3.7,2.3,27.7,,2.3,,,1.0,,,,,,,,,,,59.9,,,,17.8,,,,,,,,33.3
776,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002DL,18,Local Check,MALI,DALABANI,,-9.45,10.47,,2010,1933,,64.67,,,3.3,3.0,22.1,,2.7,,,2.0,,,,,,,,,,,61.3,,,,17.1,,,,,,,,28.2
777,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,1,Acr. 91 Suwan 1-SR C1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,4607,,57.65,157.4,88.1,1.3,1.7,29.3,,2.1,,,2.8,,,,,0.0,,,,,,56.3,,,,17.2,,,,,,,,35.3
778,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,2,ACR91SUWAN1SRC1/BONDOKUY-1/ACR91SUWAN1SRC1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,2255,,57.56,155.3,82.7,2.0,2.4,23.0,,3.3,,,2.2,,,,,0.0,,,,,,55.4,,,,15.8,,,,,,,,28.3
779,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,3,ACR91SUWAN1SRC1/SAMOROGOUAN-5/ACR91SUWAN1SRC1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,2916,,57.00,168.2,77.9,2.7,2.3,24.0,,2.7,,,1.7,,,,,0.0,,,,,,54.4,,,,17.1,,,,,,,,30.3
780,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,4,POP66SR/ACR91SUWAN1-SRC1/ACR91SUWAN1-SRC1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3744,,54.32,136.3,69.6,1.7,2.3,23.3,,2.3,,,2.4,,,,,0.3,,,,,,52.8,,,,16.2,,,,,,,,30.0
781,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,5,Pop. 66 - SR/Acr 91 Suwan 1 - SR,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,2630,,59.35,144.8,68.1,2.3,2.3,26.3,,2.4,,,1.5,,,,,0.0,,,,,,57.2,,,,13.0,,,,,,,,34.0
782,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,6,Pop 66 SR/Acr. 97 STR Syn - Y1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,4061,,56.18,167.7,92.8,1.7,2.0,30.3,,2.3,,,2.1,,,,,0.0,,,,,,54.7,,,,17.5,,,,,,,,35.7
783,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,7,PVASYN3 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,2569,,58.33,163.8,84.9,2.0,2.3,22.7,,2.3,,,1.4,,,,,0.0,,,,,,56.4,,,,16.3,,,,,,,,23.3
784,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,8,PVASYN5 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3654,,57.17,150.1,79.6,2.0,2.0,26.0,,1.6,,,2.0,,,,,0.0,,,,,,55.3,,,,15.1,,,,,,,,30.3
785,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,9,PVASYN1 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3098,,60.91,159.4,72.5,2.0,3.0,26.7,,2.7,,,1.8,,,,,0.3,,,,,,58.9,,,,13.8,,,,,,,,30.0
786,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,10,PVASYN2 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,4437,,55.94,150.2,88.0,1.7,1.3,31.3,,2.0,,,1.6,,,,,0.0,,,,,,54.3,,,,16.2,,,,,,,,32.3
787,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,11,PVASYN4 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3879,,58.84,147.6,79.2,1.7,1.7,32.3,,2.4,,,1.6,,,,,0.0,,,,,,56.9,,,,17.7,,,,,,,,31.3
788,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,12,PVA SYN6 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3492,,59.18,147.5,77.8,1.3,1.4,28.3,,2.1,,,1.4,,,,,0.0,,,,,,57.6,,,,13.9,,,,,,,,30.7
789,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,13,PVA SYN7 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3622,,59.25,167.3,82.7,1.7,2.3,29.7,,2.8,,,1.5,,,,,0.0,,,,,,57.4,,,,14.7,,,,,,,,30.7
790,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,14,PVA SYN8 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,4532,,57.42,160.6,80.7,2.3,2.0,30.7,,1.6,,,1.1,,,,,0.0,,,,,,55.2,,,,16.1,,,,,,,,33.3
791,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,15,PVA SYN9 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3680,,59.91,146.4,69.7,2.0,2.6,27.3,,2.6,,,2.5,,,,,0.3,,,,,,58.1,,,,16.8,,,,,,,,28.7
792,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,16,PVA SYN10 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3875,,57.76,169.9,87.5,1.0,2.0,30.7,,1.9,,,1.7,,,,,0.0,,,,,,56.7,,,,15.4,,,,,,,,33.7
793,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,17,Oba Super 2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3412,,59.08,154.0,73.8,2.3,2.7,29.3,,1.9,,,1.7,,,,,0.0,,,,,,56.8,,,,15.8,,,,,,,,33.7
794,"Evt-Lsr-W (Late-Maturing, White-Grain Varieties)",M1002ST,18,Local Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3547,,59.50,161.7,80.8,2.3,1.7,33.3,,2.4,,,2.0,,,,,0.0,,,,,,57.0,,,,15.5,,,,,,,,34.3
795,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,1,Acr. 91 Suwan 1-SR C1,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4517,,,205.0,101.7,,2.9,32.7,,2.3,,,1.6,,,,,,,,,,,,,,,17.1,,,,,,,,32.7
796,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,2,ACR91SUWAN1SRC1/BONDOKUY-1/ACR91SUWAN1SRC1,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3791,,,195.5,88.3,,2.7,25.0,,2.0,,,2.0,,,,,,,,,,,,,,,15.5,,,,,,,,25.0
797,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,3,ACR91SUWAN1SRC1/SAMOROGOUAN-5/ACR91SUWAN1SRC1,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4785,,,195.0,95.0,,2.7,33.7,,1.7,,,1.3,,,,,,,,,,,,,,,16.3,,,,,,,,33.7
798,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,4,POP66SR/ACR91SUWAN1-SRC1/ACR91SUWAN1-SRC1,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,3537,,,190.5,100.0,,2.9,29.3,,2.7,,,2.7,,,,,,,,,,,,,,,15.8,,,,,,,,29.3
799,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,5,Pop. 66 - SR/Acr 91 Suwan 1 - SR,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4088,,,199.5,103.3,,2.7,31.0,,1.7,,,2.0,,,,,,,,,,,,,,,16.1,,,,,,,,30.7
800,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,6,Pop 66 SR/Acr. 97 STR Syn - Y1,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4055,,,216.8,115.0,,2.7,29.3,,2.7,,,1.7,,,,,,,,,,,,,,,16.9,,,,,,,,29.3
801,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,7,PVASYN3 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4245,,,202.8,108.3,,2.5,29.0,,1.7,,,1.0,,,,,,,,,,,,,,,17.5,,,,,,,,31.3
802,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,8,PVASYN5 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4525,,,185.2,96.7,,3.4,31.3,,1.3,,,1.3,,,,,,,,,,,,,,,15.1,,,,,,,,31.7
803,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,9,PVASYN1 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,5966,,,197.1,103.3,,1.7,38.0,,1.3,,,1.3,,,,,,,,,,,,,,,15.9,,,,,,,,38.0
804,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,10,PVASYN2 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4357,,,185.5,108.3,,2.7,35.0,,1.7,,,1.4,,,,,,,,,,,,,,,15.9,,,,,,,,36.7
805,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,11,PVASYN4 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4638,,,192.6,90.0,,2.1,35.3,,1.7,,,2.3,,,,,,,,,,,,,,,16.1,,,,,,,,35.7
806,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,12,PVA SYN6 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4545,,,193.8,105.0,,2.2,36.0,,2.7,,,1.7,,,,,,,,,,,,,,,16.9,,,,,,,,35.7
807,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,13,PVA SYN7 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4729,,,201.6,105.0,,1.8,34.3,,1.7,,,1.0,,,,,,,,,,,,,,,14.8,,,,,,,,34.3
808,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,14,PVA SYN8 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4792,,,180.6,86.7,,2.4,33.7,,1.7,,,1.0,,,,,,,,,,,,,,,16.2,,,,,,,,33.3
809,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,15,PVA SYN9 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4523,,,200.8,98.3,,2.0,32.7,,1.3,,,1.3,,,,,,,,,,,,,,,17.2,,,,,,,,32.7
810,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,16,PVA SYN10 F2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4284,,,210.1,113.3,,1.9,31.3,,1.7,,,1.0,,,,,,,,,,,,,,,16.7,,,,,,,,31.7
811,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,17,Oba Super 2,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,5392,,,211.1,108.3,,2.7,30.7,,1.3,,,1.7,,,,,,,,,,,,,,,16.7,,,,,,,,30.7
812,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1002TMA,18,Local Check,MALI,TAMALA,,-7.96,12.39,Moist Savanna,2010,4950,,,216.5,108.3,,2.3,30.3,,2.0,,,1.3,,,,,,,,,,,,,,,16.8,,,,,,,,30.3
813,Hybrid Maize Trial (White),M1005ST,1,LW0711-28,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,5000,,58.67,173.0,84.0,0.7,1.7,13.7,,2.0,,,1.3,,,,,0.0,,,,,,58.0,,,,15.7,,,,,,,,15.0
814,Hybrid Maize Trial (White),M1005ST,2,LW0618-42,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,4660,,59.67,167.7,78.0,1.7,1.0,19.3,,2.3,,,1.0,,,,,0.3,,,,,,58.0,,,,15.3,,,,,,,,20.0
815,Hybrid Maize Trial (White),M1005ST,3,LW0711-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3593,,59.33,155.0,68.7,1.3,2.0,14.7,,3.0,,,1.7,,,,,0.0,,,,,,58.0,,,,17.1,,,,,,,,15.7
816,Hybrid Maize Trial (White),M1005ST,4,LW0805-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,7883,,57.67,178.7,86.0,1.7,1.3,20.0,,1.7,,,1.3,,,,,0.0,,,,,,56.0,,,,15.1,,,,,,,,21.0
817,Hybrid Maize Trial (White),M1005ST,5,LW0907-2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,5257,,54.33,148.3,61.3,0.3,1.3,19.3,,3.0,,,1.0,,,,,0.0,,,,,,54.0,,,,15.6,,,,,,,,20.3
818,Hybrid Maize Trial (White),M1005ST,6,LW0904-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,6227,,58.33,171.7,75.7,1.3,2.0,19.7,,3.0,,,2.0,,,,,,,,,,,57.0,,,,14.9,,,,,,,,19.7
819,Hybrid Maize Trial (White),M1005ST,7,LW0805-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,3427,,60.00,165.7,72.3,1.0,1.7,17.7,,2.3,,,1.3,,,,,,,,,,,59.0,,,,15.1,,,,,,,,18.7
820,Hybrid Maize Trial (White),M1005ST,8,LW0907-1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,4523,,57.33,176.0,72.7,2.0,1.3,19.0,,2.3,,,1.7,,,,,,,,,,,55.3,,,,14.6,,,,,,,,19.7
821,Hybrid Maize Trial (White),M1005ST,9,Oba Super 3,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2010,7203,,56.33,170.7,80.0,0.3,1.0,17.7,,1.7,,,1.3,,,,,,,,,,,56.0,,,,14.4,,,,,,,,18.7
